DateTime,EUR/HUF,USD/HUF,GBP/HUF
2024-07-18,390.8009948730469,357.17999267578125,464.6400146484375
2024-07-19,390.52398681640625,358.2359924316406,463.92999267578125
2024-07-22,390.38299560546875,358.1960144042969,463.25
2024-07-23,389.24798583984375,357.4580078125,462.2300109863281
2024-07-24,390.0710144042969,359.531005859375,463.8299865722656
2024-07-25,393.2250061035156,362.7969970703125,467.80999755859375
2024-07-26,392.239013671875,361.6400146484375,464.70001220703125
2024-07-29,390.55499267578125,359.84698486328125,463.04998779296875
2024-07-30,392.7070007324219,363.0710144042969,466.7699890136719
2024-07-31,394.9389953613281,365.1570129394531,468.739990234375
2024-08-01,393.6929931640625,363.74200439453125,467.489990234375
2024-08-02,395.968994140625,367.0870056152344,467.2300109863281
2024-08-05,397.59100341796875,364.55999755859375,466.010009765625
2024-08-06,396.28399658203125,361.89300537109375,462.7699890136719
2024-08-07,397.6700134277344,363.97698974609375,461.6600036621094
2024-08-08,397.1659851074219,363.77099609375,461.0199890136719
2024-08-09,395.77801513671875,362.63800048828125,462.239990234375
2024-08-12,394.0299987792969,361.04998779296875,460.30999755859375
2024-08-13,393.760986328125,359.9840087890625,459.79998779296875
2024-08-14,393.1679992675781,357.60198974609375,460.010009765625
2024-08-15,394.89801025390625,358.5880126953125,459.9100036621094
2024-08-16,395.3659973144531,360.3380126953125,463.3299865722656
2024-08-19,394.65301513671875,358.1000061035156,463.42999267578125
2024-08-20,393.9289855957031,355.3389892578125,461.55999755859375
2024-08-21,392.9020080566406,353.1470031738281,460.2699890136719
2024-08-22,392.4259948730469,351.8399963378906,460.55999755859375
2024-08-23,393.2080078125,353.8800048828125,463.239990234375
2024-08-26,393.2080078125,351.5799865722656,464.3500061035156
2024-08-27,394.0320129394531,352.9460144042969,465.54998779296875
2024-08-28,392.6409912109375,351.31500244140625,465.7699890136719
2024-08-29,393.3420104980469,353.6099853515625,466.4700012207031
2024-08-30,392.4830017089844,354.2330017089844,466.3299865722656
2024-09-02,392.5429992675781,355.4230041503906,466.6199951171875
2024-09-03,392.3320007324219,354.510009765625,465.8500061035156
2024-09-04,393.5920104980469,356.2590026855469,467.1499938964844
2024-09-05,392.87200927734375,354.5840148925781,466.0400085449219
2024-09-06,392.9939880371094,353.77801513671875,466.1099853515625
2024-09-09,393.57000732421875,354.9960021972656,466.1600036621094
2024-09-10,396.51300048828125,359.2959899902344,469.6099853515625
2024-09-11,396.6910095214844,360.04998779296875,470.82000732421875
2024-09-12,395.63800048828125,359.33099365234375,468.4800109863281
2024-09-13,395.1470031738281,356.7279968261719,468.4100036621094
2024-09-16,394.76300048828125,356.0899963378906,467.6700134277344
2024-09-17,394.2080078125,354.2300109863281,467.9100036621094
2024-09-18,394.4010009765625,354.489990234375,466.8900146484375
2024-09-19,394.1619873046875,354.68798828125,468.2099914550781
2024-09-20,394.0119934082031,353.0830078125,468.9200134277344
2024-09-23,392.86700439453125,352.0,468.6600036621094
2024-09-24,394.5329895019531,355.0830078125,473.9700012207031
2024-09-25,394.1860046386719,352.2439880371094,472.9200134277344
2024-09-26,394.9219970703125,354.8169860839844,472.44000244140625
2024-09-27,395.64801025390625,354.00299072265625,474.6499938964844
2024-09-30,396.5400085449219,355.0799865722656,475.1199951171875
2024-10-01,396.6759948730469,356.3999938964844,476.70001220703125
2024-10-02,397.6860046386719,359.47900390625,477.1400146484375
2024-10-03,399.8349914550781,361.9599914550781,480.1099853515625
2024-10-04,401.3919982910156,363.7099914550781,477.5400085449219
2024-10-07,400.9840087890625,365.4859924316406,479.6400146484375
2024-10-08,401.7099914550781,366.0469970703125,478.9100036621094
2024-10-09,399.1910095214844,363.75,476.239990234375
2024-10-10,398.7560119628906,364.4200134277344,476.2300109863281
2024-10-11,401.03399658203125,366.7969970703125,479.05999755859375
2024-10-14,401.33599853515625,367.4259948730469,479.4100036621094
2024-10-15,400.5320129394531,367.17999267578125,479.7699890136719
2024-10-16,399.8869934082031,367.5199890136719,480.0299987792969
2024-10-17,401.0060119628906,369.2969970703125,479.67999267578125
2024-10-18,399.9570007324219,369.54998779296875,480.6700134277344
2024-10-21,400.3330078125,368.3609924316406,480.7699890136719
2024-10-22,401.1210021972656,370.9700012207031,481.4599914550781
2024-10-23,400.0299987792969,370.5899963378906,481.0
2024-10-24,402.8370056152344,373.6960144042969,482.54998779296875
2024-10-25,402.8340148925781,372.2799987792969,482.7900085449219
2024-10-28,403.3999938964844,373.6600036621094,484.1300048828125
2024-10-29,403.75299072265625,373.1910095214844,484.239990234375
2024-10-30,405.02398681640625,374.4200134277344,487.0899963378906
2024-10-31,407.59100341796875,375.3900146484375,486.3999938964844
2024-11-01,408.24798583984375,375.1499938964844,483.760009765625
2024-11-04,407.2460021972656,374.489013671875,485.1000061035156
2024-11-05,407.76300048828125,375.0799865722656,485.7699890136719
2024-11-06,407.84100341796875,373.54998779296875,486.4700012207031
2024-11-07,409.2409973144531,381.3500061035156,491.2699890136719
2024-11-08,404.39898681640625,374.3940124511719,486.29998779296875
2024-11-11,406.48199462890625,379.38299560546875,490.0
2024-11-12,409.7860107421875,384.3680114746094,494.760009765625
2024-11-13,410.6289978027344,386.8500061035156,492.6600036621094
2024-11-14,407.5400085449219,385.9100036621094,490.20001220703125
2024-11-15,406.1520080566406,385.8299865722656,488.6000061035156
2024-11-18,406.8890075683594,386.25,487.3800048828125
2024-11-19,406.0610046386719,383.2850036621094,485.92999267578125
2024-11-20,407.9460144042969,384.6090087890625,488.2099914550781
2024-11-21,409.4280090332031,388.30999755859375,491.260009765625
2024-11-22,410.6809997558594,392.2829895019531,493.6300048828125
2024-11-25,411.0320129394531,392.24700927734375,493.92999267578125
2024-11-26,409.1910095214844,391.8139953613281,491.010009765625
2024-11-27,410.2080078125,391.32000732421875,491.7099914550781
2024-11-28,412.0639953613281,390.1520080566406,494.55999755859375
2024-11-29,412.3819885253906,391.70001220703125,495.70001220703125
2024-12-02,412.1050109863281,390.86199951171875,496.3900146484375
2024-12-03,414.3030090332031,394.69000244140625,499.4200134277344
2024-12-04,414.3559875488281,394.3399963378906,499.6400146484375
2024-12-05,413.0530090332031,393.1199951171875,499.0400085449219
2024-12-06,412.32598876953125,389.8299865722656,496.989990234375
2024-12-09,413.5429992675781,391.4219970703125,498.9800109863281
2024-12-10,410.6679992675781,389.4440002441406,496.8399963378906
2024-12-11,409.9129943847656,389.2439880371094,497.4100036621094
2024-12-12,409.48699951171875,389.7690124511719,497.5199890136719
2024-12-13,408.88299560546875,390.5159912109375,494.8800048828125
2024-12-16,408.42401123046875,388.6669921875,490.69000244140625
2024-12-17,408.7070007324219,388.69000244140625,493.17999267578125
2024-12-18,409.1319885253906,389.95001220703125,495.510009765625
2024-12-19,412.9259948730469,398.98199462890625,501.3800048828125
2024-12-20,414.4800109863281,400.0400085449219,499.7799987792969
2024-12-23,413.54901123046875,396.47100830078125,498.2300109863281
2024-12-24,412.1839904785156,396.510009765625,496.30999755859375
2024-12-25,409.9540100097656,393.9179992675781,492.5
2024-12-26,409.7239990234375,394.0899963378906,494.4200134277344
2024-12-27,410.07501220703125,393.5010070800781,492.9599914550781
2024-12-30,410.3800048828125,393.5140075683594,494.95001220703125
2024-12-31,411.0039978027344,395.00799560546875,495.6300048828125
2025-01-02,410.28399658203125,396.375,496.1700134277344
2025-01-03,412.46600341796875,402.1400146484375,497.2900085449219
2025-01-06,414.7820129394531,402.5249938964844,500.1700134277344
2025-01-07,415.63800048828125,400.70001220703125,500.7699890136719
2025-01-08,414.4649963378906,401.3900146484375,500.6000061035156
2025-01-09,414.02398681640625,401.4129943847656,496.1000061035156
2025-01-10,413.4580078125,401.6099853515625,493.8399963378906
2025-01-13,412.5299987792969,402.531005859375,491.4599914550781
2025-01-14,412.1960144042969,401.6000061035156,491.2099914550781
2025-01-15,411.8059997558594,399.59100341796875,487.8900146484375
2025-01-16,410.7250061035156,398.9830017089844,488.4200134277344
2025-01-17,412.0419921875,399.9939880371094,489.3900146484375
2025-01-20,412.3890075683594,401.2820129394531,488.3599853515625
2025-01-21,410.8450012207031,394.28399658203125,486.1300048828125
2025-01-22,411.23699951171875,395.4200134277344,487.4599914550781
2025-01-23,410.54400634765625,394.5,485.69000244140625
2025-01-24,409.58599853515625,393.3089904785156,485.82000732421875
2025-01-27,407.4639892578125,389.281005859375,484.92999267578125
2025-01-28,407.9649963378906,390.6210021972656,486.67999267578125
2025-01-29,407.17999267578125,390.5199890136719,485.69000244140625
2025-01-30,407.8890075683594,391.44000244140625,487.32000732421875
2025-01-31,406.2669982910156,391.1199951171875,485.42999267578125
2025-02-03,407.7149963378906,398.3030090332031,489.8500061035156
2025-02-04,408.3330078125,395.510009765625,491.5299987792969
2025-02-05,406.8999938964844,392.510009765625,489.45001220703125
2025-02-06,405.8590087890625,390.3599853515625,487.9200134277344
2025-02-07,404.531005859375,389.53399658203125,484.3900146484375
2025-02-10,403.8450012207031,391.8609924316406,485.2799987792969
2025-02-11,403.5840148925781,392.1520080566406,484.6099853515625
2025-02-12,402.8559875488281,388.72601318359375,483.989990234375
2025-02-13,401.72198486328125,386.7049865722656,481.2699890136719
2025-02-14,401.66900634765625,383.989990234375,482.3900146484375
2025-02-17,401.3070068359375,382.6130065917969,481.45001220703125
2025-02-18,401.375,382.8500061035156,483.1300048828125
2025-02-19,400.8819885253906,383.760009765625,484.4100036621094
2025-02-20,401.5950012207031,386.0299987792969,485.489990234375
2025-02-21,401.8689880371094,382.9700012207031,484.9100036621094
2025-02-24,402.0480041503906,383.864013671875,485.54998779296875
2025-02-25,400.9079895019531,383.26800537109375,483.54998779296875
2025-02-26,400.843994140625,380.98699951171875,482.4800109863281
2025-02-27,399.1050109863281,380.6099853515625,482.5400085449219
2025-02-28,400.1109924316406,384.77801513671875,484.94000244140625
2025-03-03,401.32000732421875,385.41400146484375,485.7300109863281
2025-03-04,400.22100830078125,381.74798583984375,484.82000732421875
2025-03-05,397.9580078125,375.3699951171875,479.20001220703125
2025-03-06,397.8219909667969,368.82000732421875,475.1000061035156
2025-03-07,399.0899963378906,370.0010070800781,476.7099914550781
2025-03-10,397.75299072265625,366.2619934082031,473.6300048828125
2025-03-11,399.28399658203125,368.8999938964844,474.2900085449219
2025-03-12,400.4079895019531,366.9129943847656,474.9200134277344
2025-03-13,398.8919982910156,366.4639892578125,475.0400085449219
2025-03-14,399.13800048828125,367.9700012207031,476.42999267578125
2025-03-17,399.4100036621094,367.0979919433594,474.6300048828125
2025-03-18,397.68798828125,364.2200012207031,472.95001220703125
2025-03-19,397.2770080566406,363.19500732421875,472.1000061035156
2025-03-20,397.531005859375,364.3399963378906,474.0
2025-03-21,398.3080139160156,366.9020080566406,475.75
2025-03-24,397.1159973144531,366.42498779296875,473.67999267578125
2025-03-25,398.67999267578125,369.1499938964844,476.9200134277344
2025-03-26,398.8680114746094,369.7879943847656,478.6400146484375
2025-03-27,400.135986328125,372.531005859375,479.70001220703125
2025-03-28,401.29400634765625,371.55499267578125,481.17999267578125
2025-03-31,401.7640075683594,371.25,480.25
2025-04-01,401.9100036621094,371.6990051269531,480.3500061035156
2025-04-02,401.57598876953125,372.0119934082031,480.7200012207031
2025-04-03,400.9200134277344,367.68798828125,479.6400146484375
2025-04-04,402.7449951171875,364.718994140625,477.32000732421875
2025-04-07,405.4339904785156,369.7200012207031,476.489990234375
2025-04-08,406.95599365234375,372.822998046875,474.75
2025-04-09,406.98199462890625,370.7539978027344,474.010009765625
2025-04-10,402.54998779296875,367.6260070800781,471.45001220703125
2025-04-11,404.75201416015625,359.5559997558594,467.0400085449219
2025-04-14,409.6260070800781,361.260009765625,472.5400085449219
2025-04-15,409.6669921875,361.27398681640625,475.8999938964844
2025-04-16,407.75,361.08099365234375,477.6499938964844
2025-04-17,407.3900146484375,357.5069885253906,473.0899963378906
2025-04-22,407.0830078125,353.6499938964844,473.07000732421875
2025-04-23,407.72900390625,359.2170104980469,476.75
2025-04-24,408.2460021972656,360.39599609375,478.0400085449219
2025-04-25,406.031005859375,356.9490051269531,475.8299865722656
2025-04-28,405.7409973144531,357.92999267578125,475.3900146484375
2025-04-29,404.0480041503906,354.1889953613281,475.8500061035156
2025-04-30,404.04901123046875,354.7699890136719,475.7900085449219
2025-05-01,403.9630126953125,356.7510070800781,475.2799987792969
2025-05-02,403.34698486328125,357.0799865722656,474.3800048828125
2025-05-05,403.8689880371094,356.7149963378906,473.3800048828125
2025-05-06,402.8940124511719,356.4700012207031,473.3699951171875
2025-05-07,403.81201171875,356.42999267578125,475.489990234375
2025-05-08,402.4930114746094,357.1159973144531,474.29998779296875
2025-05-09,405.1059875488281,360.9599914550781,477.69000244140625
2025-05-12,403.60101318359375,359.4800109863281,477.57000732421875
2025-05-13,404.66900634765625,364.79998779296875,480.5899963378906
2025-05-14,403.8940124511719,361.10101318359375,480.3699951171875
2025-05-15,402.9100036621094,360.3330078125,477.8999938964844
2025-05-16,402.4110107421875,359.5299987792969,478.3800048828125
2025-05-19,402.625,359.8699951171875,478.8399963378906
2025-05-20,401.5539855957031,357.5119934082031,477.6000061035156
2025-05-21,401.9599914550781,356.1199951171875,477.07000732421875
2025-05-22,402.40301513671875,355.1610107421875,476.5400085449219
2025-05-23,402.89801025390625,357.2099914550781,479.25
2025-05-26,403.6969909667969,355.0069885253906,480.4700012207031
2025-05-27,401.1610107421875,353.4599914550781,477.8399963378906
2025-05-28,403.56500244140625,356.0199890136719,480.9800109863281
2025-05-29,403.10101318359375,358.885986328125,481.94000244140625
2025-05-30,403.47698974609375,354.739990234375,478.760009765625
2025-06-02,403.4590148925781,355.44500732421875,478.6400146484375
2025-06-03,402.91400146484375,351.8320007324219,476.9200134277344
2025-06-04,403.406005859375,354.45001220703125,479.4700012207031
2025-06-05,403.07501220703125,352.9179992675781,478.25
2025-06-06,403.0610046386719,352.1000061035156,477.9200134277344
2025-06-09,402.7879943847656,353.12799072265625,478.05999755859375
2025-06-10,401.5899963378906,351.5,476.4100036621094
2025-06-11,400.6260070800781,350.302001953125,473.1600036621094
2025-06-12,399.8630065917969,347.4530029296875,471.3500061035156
2025-06-13,400.343994140625,345.1510009765625,470.7900085449219
2025-06-16,401.90899658203125,348.2900085449219,472.17999267578125
2025-06-17,402.05999755859375,348.1050109863281,472.1600036621094
2025-06-18,403.677001953125,351.5889892578125,472.1199951171875
2025-06-19,402.8190002441406,351.0159912109375,470.8699951171875
2025-06-20,402.7149963378906,349.8800048828125,471.4700012207031
2025-06-23,402.510009765625,350.19000244140625,470.239990234375
2025-06-24,402.5830078125,347.1189880371094,470.1300048828125
2025-06-25,401.0350036621094,345.4360046386719,470.2099914550781
2025-06-26,400.6319885253906,342.91900634765625,469.45001220703125
2025-06-27,399.5459899902344,341.79998779296875,469.0
2025-06-30,398.6510009765625,340.17999267578125,466.3599853515625
2025-07-01,399.08099365234375,338.7300109863281,464.8999938964844
2025-07-02,398.4429931640625,337.5260009765625,464.5899963378906
2025-07-03,399.8609924316406,338.9100036621094,462.5299987792969
2025-07-04,398.40301513671875,338.489990234375,462.5899963378906
2025-07-07,398.23199462890625,338.1300048828125,461.4800109863281
2025-07-08,399.6260070800781,340.5299987792969,463.8599853515625
2025-07-09,399.7699890136719,341.1700134277344,463.2200012207031
2025-07-10,399.36700439453125,340.4549865722656,462.75
2025-07-11,398.47100830078125,340.6099853515625,462.4100036621094
2025-07-14,399.7309875488281,342.3900146484375,461.7300109863281
2025-07-15,399.6830139160156,342.6199951171875,460.0400085449219
2025-07-16,399.8890075683594,344.5299987792969,461.6300048828125
2025-07-17,399.32000732421875,343.1889953613281,460.2099914550781
2025-07-18,398.9280090332031,343.468994140625,461.32000732421875
2025-07-21,398.8450012207031,342.9540100097656,460.04998779296875
2025-07-22,398.7690124511719,341.0899963378906,459.95001220703125
2025-07-23,398.7139892578125,339.6099853515625,459.25
2025-07-24,398.2760009765625,338.2929992675781,459.3500061035156
2025-07-25,397.1650085449219,337.92999267578125,456.4100036621094
2025-07-28,395.9849853515625,336.95001220703125,452.6400146484375
2025-07-29,397.18499755859375,342.531005859375,457.5899963378906
2025-07-30,399.4930114746094,345.9599914550781,461.8299865722656
2025-07-31,399.95098876953125,349.9779968261719,463.92999267578125
2025-08-01,399.489013671875,349.8800048828125,461.94000244140625
2025-08-04,396.9779968261719,343.1199951171875,455.32000732421875
2025-08-05,398.6960144042969,344.44000244140625,457.6600036621094
2025-08-06,397.8269958496094,343.6059875488281,456.92999267578125
2025-08-07,397.78399658203125,341.04998779296875,455.6099853515625
2025-08-08,396.5679931640625,339.6789855957031,456.8599853515625
2025-08-11,395.14599609375,339.26300048828125,456.07000732421875
2025-08-12,395.40899658203125,340.3999938964844,457.2699890136719
2025-08-13,395.20001220703125,338.6199951171875,457.010009765625
2025-08-14,394.89898681640625,337.1719970703125,458.0199890136719
2025-08-15,394.9729919433594,339.1499938964844,458.69000244140625
2025-08-18,394.5979919433594,337.0060119628906,456.6210021972656
2025-08-19,394.6029968261719,338.0679931640625,456.64300537109375
2025-08-20,393.4020080566406,337.9070129394531,455.7099914550781
2025-08-21,393.81298828125,338.0830078125,455.6499938964844
2025-08-22,395.60101318359375,341.20001220703125,457.1310119628906
2025-08-25,394.09100341796875,336.7919921875,454.8819885253906
2025-08-26,397.0169982910156,341.92999267578125,459.7439880371094
2025-08-27,395.8489990234375,340.0249938964844,458.2510070800781
2025-08-28,396.1650085449219,339.739013671875,459.2900085449219
2025-08-29,396.3479919433594,339.3190002441406,458.4200134277344
2025-09-01,396.2929992675781,339.25,457.739990234375
2025-09-02,394.6789855957031,336.927001953125,456.510009765625
2025-09-03,395.364990234375,339.9490051269531,454.7900085449219
2025-09-04,393.0409851074219,337.13299560546875,453.09698486328125
2025-09-05,392.7359924316406,337.052001953125,452.94000244140625
2025-09-08,392.2619934082031,334.80999755859375,451.8699951171875
2025-09-09,392.9549865722656,333.8900146484375,452.510009765625
2025-09-10,392.7749938964844,335.6889953613281,453.79998779296875
2025-09-11,392.7929992675781,335.6289978027344,454.25
2025-09-12,391.2619934082031,333.510009765625,452.67999267578125
2025-09-15,390.0260009765625,332.7200012207031,450.7900085449219
2025-09-16,389.2550048828125,331.02899169921875,450.1000061035156
2025-09-17,389.3689880371094,328.0400085449219,447.82000732421875
2025-09-18,389.6679992675781,329.5199890136719,449.1099853515625
2025-09-19,388.7040100097656,329.5090026855469,446.95001220703125
2025-09-22,390.1199951171875,332.48199462890625,447.55999755859375
2025-09-23,388.99200439453125,329.6199951171875,445.4599914550781
2025-09-24,389.71099853515625,329.7909851074219,446.05999755859375
2025-09-25,391.1499938964844,333.2099914550781,447.9800109863281
2025-09-26,391.49700927734375,335.6709899902344,447.67999267578125
2025-09-29,390.7539978027344,333.84698486328125,447.989990234375
2025-09-30,390.7380065917969,333.1820068359375,447.510009765625
2025-10-01,389.52099609375,332.02899169921875,446.20001220703125
2025-10-02,388.7030029296875,331.2929992675781,446.5400085449219
2025-10-03,388.84698486328125,331.65301513671875,445.95001220703125
2025-10-06,387.7070007324219,330.7820129394531,444.67999267578125
2025-10-07,388.5360107421875,331.8139953613281,447.3999938964844
2025-10-08,392.8179931640625,337.0929870605469,452.3699951171875
2025-10-09,390.95098876953125,336.3699951171875,450.4469909667969
2025-10-10,390.7980041503906,337.92498779296875,449.5
2025-10-13,391.82000732421875,337.72900390625,450.3500061035156
2025-10-14,391.5480041503906,338.52099609375,451.3210144042969
2025-10-15,391.2900085449219,337.3330078125,449.3420104980469
2025-10-16,390.3699951171875,335.15899658203125,449.2900085449219
2025-10-17,389.6409912109375,333.0740051269531,447.79998779296875
2025-10-20,388.9840087890625,333.8900146484375,448.04998779296875
2025-10-21,388.7340087890625,333.59600830078125,447.0559997558594
2025-10-22,388.906005859375,335.32000732421875,448.05999755859375
2025-10-23,388.8389892578125,334.87701416015625,447.2200012207031
2025-10-24,389.80499267578125,335.6499938964844,447.1600036621094
2025-10-27,389.4750061035156,334.48699951171875,445.5090026855469
2025-10-28,387.8550109863281,333.1610107421875,444.2980041503906
2025-10-29,387.927001953125,332.7959899902344,441.8800048828125
2025-10-30,388.4519958496094,334.8500061035156,441.739990234375
2025-10-31,387.9840087890625,335.34100341796875,441.3269958496094
2025-11-03,387.7130126953125,336.35198974609375,441.6289978027344
2025-11-04,386.9330139160156,335.9989929199219,441.3139953613281
2025-11-05,387.95098876953125,337.8500061035156,439.8399963378906
2025-11-06,386.614990234375,336.3340148925781,438.9200134277344
2025-11-07,385.76800537109375,334.052001953125,438.9200134277344
2025-11-10,383.9800109863281,332.68798828125,437.2170104980469
2025-11-11,383.3389892578125,331.4679870605469,436.39898681640625
2025-11-12,384.4700012207031,331.8999938964844,436.5010070800781
2025-11-13,384.2309875488281,331.406005859375,434.99798583984375
2025-11-14,383.5530090332031,329.9570007324219,434.2799987792969
2025-11-17,383.7139892578125,330.35699462890625,434.6709899902344
2025-11-18,384.0060119628906,331.4320068359375,435.90899658203125
2025-11-19,383.635009765625,331.29400634765625,435.5299987792969
2025-11-20,381.5820007324219,330.7120056152344,431.8900146484375
2025-11-21,381.96600341796875,331.1499938964844,433.29998779296875
2025-11-24,383.4179992675781,333.1619873046875,436.3500061035156
2025-11-25,381.9419860839844,331.45098876953125,434.5299987792969
2025-11-26,381.14599609375,329.79901123046875,433.8680114746094
2025-11-27,381.6440124511719,329.08599853515625,435.8389892578125
2025-11-28,381.2439880371094,328.82000732421875,435.19000244140625
